Date,Open,High,Low,Close,Adj Close,Volume
2011-11-30,47.419762,48.414097,47.413467,48.206421,37.730251,8453957
2011-12-01,47.954689,48.552547,47.954689,48.193832,37.720398,4347981
2011-12-02,48.842037,49.288860,48.112019,48.168659,37.700703,7512315
2011-12-05,48.986786,49.156700,47.853996,48.231590,37.749947,7177195
2011-12-06,48.439270,48.458149,47.910637,48.023914,37.587406,5641109
2011-12-07,47.765888,48.225300,47.004406,47.986156,37.557850,8233880
2011-12-08,47.621143,47.910637,46.626808,46.803020,36.631832,6823325
2011-12-09,47.004406,48.193832,46.941471,48.023914,37.587406,6275438
2011-12-12,47.595970,47.677784,46.664570,46.872246,36.686020,7698228
2011-12-13,47.205791,47.803650,46.412838,46.696033,36.548096,8574562
2011-12-14,46.419132,46.696033,45.783512,46.047829,36.040760,8224664
2011-12-15,46.318439,46.589050,45.890495,46.274387,36.218082,6046304
2011-12-16,46.362492,46.765263,45.223412,45.556953,35.656570,18548238
2011-12-19,45.695408,46.117054,45.059788,45.154186,35.341324,6826185
2011-12-20,46.079296,46.985523,45.865322,46.821899,36.646618,7592242
2011-12-21,46.991817,47.142857,45.852737,46.331024,36.262394,9805401
2011-12-22,46.393959,46.469479,45.903084,46.261799,36.208233,9199039
2011-12-23,46.406544,46.721207,46.098175,46.683449,36.538242,3615293
2011-12-27,46.551289,46.941471,46.431717,46.589050,36.464352,4030499
2011-12-28,46.557583,46.614223,45.909378,46.022655,36.021061,4047024
2011-12-29,45.544369,46.488358,45.487728,46.456890,36.360920,3972659
2011-12-30,46.482063,46.551289,45.991188,45.997482,36.001362,3857774
2012-01-03,47.142857,47.602264,46.840778,46.985523,36.774673,7746693
2012-01-04,46.746380,47.356827,46.626808,47.230965,36.966782,9805242
2012-01-05,46.859661,47.023285,46.362492,46.777847,36.612122,7320682
2012-01-06,46.708622,46.897419,46.331024,46.507236,36.400322,5544180
2012-01-09,46.884834,46.884834,46.419132,46.633102,36.498840,6873378
2012-01-10,47.350536,48.049088,47.098804,47.847702,37.449490,7503576
2012-01-11,47.564507,48.439270,47.514160,48.269352,37.779507,7306381
2012-01-12,48.558842,48.779106,48.149780,48.609188,38.045490,5901069
2012-01-13,48.181248,48.294525,47.709251,47.879169,37.474125,5519550
2012-01-17,48.590309,49.225929,48.451859,48.483322,37.946976,8173975
2012-01-18,48.332283,48.999371,48.187538,48.835747,38.222813,5980202
2012-01-19,48.867210,48.993076,48.502205,48.577721,38.020859,7142555
2012-01-20,48.288231,48.942730,47.633732,48.263058,37.774574,10356308
2012-01-23,48.124607,48.797985,48.124607,48.370045,37.858326,6873696
2012-01-24,48.225300,48.961613,48.143486,48.949024,38.311470,8908729
2012-01-25,48.426682,49.502831,47.595970,48.867210,38.247433,11590802
2012-01-26,49.628696,49.628696,48.470737,48.716175,38.129219,7823442
2012-01-27,48.558842,49.005665,48.401508,48.848331,38.232651,6472633
2012-01-30,48.432976,48.854626,48.093140,48.842037,38.227730,7584774
2012-01-31,48.860920,49.559471,48.860920,49.307739,38.592232,9542898
2012-02-01,49.697922,50.585274,49.697922,50.484581,39.513321,10773102
2012-02-02,50.648205,50.742603,50.220264,50.358715,39.414806,7990922
2012-02-03,50.950283,51.290119,50.849590,51.006924,39.922153,8557401
2012-02-06,50.660793,50.855885,50.421650,50.704845,39.685715,6123370
2012-02-07,50.560101,50.654499,50.138451,50.522343,39.542881,4448723
2012-02-08,50.679672,51.516678,50.201385,51.441158,40.262012,10986028
2012-02-09,52.070484,53.058529,51.919445,52.724983,41.266842,14154018
2012-02-10,52.183762,52.548775,52.013844,52.548775,41.128929,7165437
2012-02-13,52.989300,53.618629,52.913780,53.417244,41.808655,8842308
2012-02-14,53.152927,53.272499,52.844555,53.266205,41.690441,5649213
2012-02-15,53.266205,53.291378,51.906860,51.982380,40.917656,10283055
2012-02-16,51.950912,52.441788,51.906860,52.372562,41.224804,6626925
2012-02-17,52.756451,52.983009,52.529892,52.724983,41.502201,6065849
2012-02-21,53.052235,53.266205,52.397736,52.838264,41.591373,5721512
2012-02-22,52.800503,53.052235,52.511013,52.831970,41.586422,5045870
2012-02-23,52.989300,53.266205,52.240402,52.542480,41.358551,7473862
2012-02-24,52.680931,53.203274,52.592827,52.844555,41.596325,5226221
2012-02-27,52.435493,52.938953,52.127125,52.630585,41.427902,4852965
2012-02-28,52.687225,52.731277,52.303333,52.529892,41.348644,4089133
2012-02-29,52.737572,53.064819,52.567654,52.781624,41.546795,6637889
2012-03-01,52.775330,53.140339,52.655758,52.964127,41.690449,6413681
2012-03-02,52.813091,53.266205,52.800503,53.203274,41.878693,5722307
2012-03-05,52.938953,52.989300,52.146004,52.416615,41.259495,5015837
2012-03-06,51.988670,52.032726,50.981750,51.220894,40.318272,7690919
2012-03-07,51.541851,52.152298,51.422279,51.963497,40.902813,6778833
2012-03-08,52.561359,52.857143,52.240402,52.567654,41.378365,4353224
2012-03-09,52.542480,52.813091,52.378857,52.580238,41.388268,3990138
2012-03-12,52.762745,53.008183,52.668346,52.857143,41.606239,5708324
2012-03-13,53.184395,54.581497,52.901196,54.480804,42.884293,12067978
2012-03-14,54.342354,54.688484,54.027691,54.631844,43.003174,11116485
2012-03-15,54.682190,55.066078,54.059158,54.682190,43.042812,11445885
2012-03-16,54.751415,54.977974,53.637508,53.794842,42.344334,12724076
2012-03-19,53.945877,53.945877,53.215858,53.253620,41.918327,7327356
2012-03-20,52.781624,52.920074,52.278160,52.397736,41.244614,7242821
2012-03-21,52.548775,52.561359,51.862808,52.057899,40.977123,5371456
2012-03-22,51.730648,51.862808,51.315292,51.648834,40.655128,8194155
2012-03-23,51.629955,51.787289,51.302708,51.478916,40.521370,6069186
2012-03-26,51.957207,52.561359,51.925739,52.548775,41.363503,5657476
2012-03-27,52.504719,52.548775,52.139709,52.303333,41.170296,5772996
2012-03-28,52.397736,52.397736,51.050976,51.302708,40.382668,7743515
2012-03-29,51.057270,51.843925,50.975456,51.806168,40.778965,5963358
2012-03-30,52.208935,52.404030,51.780994,52.196350,41.086094,5557210
2012-04-02,51.919445,52.592827,51.548141,52.064190,40.982071,5302016
2012-04-03,52.001259,52.303333,51.460037,51.730648,40.719521,5188244
2012-04-04,51.441158,51.661423,51.233479,51.554436,40.580811,4719966
2012-04-05,51.321587,51.705475,51.214600,51.353050,40.422295,3945646
2012-04-09,50.862179,50.862179,50.320957,50.490875,39.743633,5087184
2012-04-10,50.226559,50.390182,49.307739,49.389553,38.876743,7984884
2012-04-11,49.993706,50.365009,49.798615,50.113277,39.446415,5895826
2012-04-12,50.094398,51.264946,50.088104,51.082443,40.209293,4358468
2012-04-13,50.698551,50.931404,50.182507,50.220264,39.530636,5167746
2012-04-16,50.427940,50.950283,50.100693,50.270611,39.570267,5058264
2012-04-17,50.578979,51.353050,50.415356,51.126495,40.243969,4801322
2012-04-18,50.950283,51.258652,50.881058,51.101322,40.224148,4137756
2012-04-19,51.032097,51.340466,50.346130,50.597858,39.827843,4227693
2012-04-20,50.730019,51.315292,50.730019,50.975456,40.125069,5753610
2012-04-23,50.409061,50.503460,49.962238,50.188797,39.505852,7739860
2012-04-24,50.490875,50.818127,49.880428,50.251732,39.555401,5931260
2012-04-25,50.748898,51.025803,49.930775,50.226559,39.535583,6558439
2012-04-26,50.264317,51.202015,50.050346,51.132790,40.248917,4907150
2012-04-27,51.371933,51.667717,51.264946,51.604782,40.620449,4399782
2012-04-30,51.592197,51.894272,51.176842,51.378223,40.442108,3941197
2012-05-01,51.290119,51.755821,50.767776,51.246067,40.338097,3852213
2012-05-02,51.088734,51.397106,50.874763,51.321587,40.397541,3531394
2012-05-03,51.258652,51.390812,50.685966,50.918816,40.080494,3667412
2012-05-04,50.761486,50.799244,49.899307,50.018879,39.372105,4012225
2012-05-07,49.647575,49.981121,49.603523,49.660164,39.089741,4488448
2012-05-08,49.414726,49.716805,48.892384,49.603523,39.045170,4814670
2012-05-09,48.791695,49.030838,48.307110,48.464443,38.148552,7940869
